"REID","PIN","ADDRESS","LAND_CLASS","ASSESSED_VALUE_2024","VCS","ASSESSED_VALUE_2025","ASSESSED_VALUE_2021","ASSESSED_VALUE_2022","ASSESSED_VALUE_2023","ASSESSMENT_CHANGE","VCS_NEIGHBORHOOD","NEIGHBORHOOD","COUNTY","PRICE","SALE_DATE","SALE_YEAR","SALE_YEAR_ASSESSED_VALUE","SALES_RATIO"
"101141",811519691,"2728   SEVIER ST","RES/ 1-FAMILY",496738,"R811A - DUKE UNIV HOMESITES SEC6",911284,496738,496738,496738,83.4536516231897,"DUKE UNIV HOMESITES SEC6","Duke Forest","Durham County",929000,"2024-06-14",2024,496738,0.53470182992465
"101142",811519792,"2724   SEVIER ST","RES/ 1-FAMILY",389177,"R811A - DUKE UNIV HOMESITES SEC6",770024,389177,389177,389177,97.8595857411923,"DUKE UNIV HOMESITES SEC6","Duke Forest","Durham County",725000,"2022-08-31",2022,389177,0.536795862068966
"101147",811621208,"2704   SEVIER ST","RES/ 1-FAMILY",757110,"R811A - DUKE UNIV HOMESITES SEC6",NA,757110,757110,757110,NA,"DUKE UNIV HOMESITES SEC6","Duke Forest","Durham County",1300000,"2024-05-03",2024,757110,0.582392307692308
"101157",811612155,"2747   SEVIER ST","RES/ 1-FAMILY",476083,"R811A - DUKE UNIV HOMESITES SEC6",897935,443104,476083,476083,88.6089190330258,"DUKE UNIV HOMESITES SEC6","Duke Forest","Durham County",625000,"2021-06-14",2021,443104,0.7089664
"101159",811614241,"2750   MCDOWELL RD","RES/ 1-FAMILY",501423,"R811A - DUKE UNIV HOMESITES SEC6",778360,465905,465905,501423,55.2302148086546,"DUKE UNIV HOMESITES SEC6","Duke Forest","Durham County",885000,"2022-07-01",2022,465905,0.526446327683616
"101162",811614544,"2736   MCDOWELL RD","RES/ 1-FAMILY",451967,"R811A - DUKE UNIV HOMESITES SEC6",760174,451967,451967,451967,68.1923680268692,"DUKE UNIV HOMESITES SEC6","Duke Forest","Durham County",811000,"2022-08-31",2022,451967,0.557295930949445
"101166",811615909,"2718   MCDOWELL RD","RES/ 1-FAMILY",467113,"R811A - DUKE UNIV HOMESITES SEC6",734602,467113,467113,467113,57.2643022138112,"DUKE UNIV HOMESITES SEC6","Duke Forest","Durham County",730000,"2024-10-11",2024,467113,0.639880821917808
"101168",811625281,"2710   MCDOWELL RD","RES/ 1-FAMILY",512572,"R811A - DUKE UNIV HOMESITES SEC6",787389,512572,512572,512572,53.6152969729131,"DUKE UNIV HOMESITES SEC6","Duke Forest","Durham County",738000,"2023-01-05",2023,512572,0.694542005420054
"101174",811617830,"2719   MCDOWELL RD","RES/ 1-FAMILY",778703,"R811A - DUKE UNIV HOMESITES SEC6",1114656,588338,588338,588338,43.1426358958422,"DUKE UNIV HOMESITES SEC6","Duke Forest","Durham County",1300000,"2023-11-17",2023,588338,0.452567692307692
"101175",811617614,"2727   MCDOWELL RD","RES/ 1-FAMILY",405349,"R811A - DUKE UNIV HOMESITES SEC6",723427,405349,405349,405349,78.470157814624,"DUKE UNIV HOMESITES SEC6","Duke Forest","Durham County",599000,"2022-05-23",2022,405349,0.676709515859766
"101180",811607919,"2753   MCDOWELL RD","RES/ 1-FAMILY",412226,"R811A - DUKE UNIV HOMESITES SEC6",764509,387269,387269,412226,85.458704691116,"DUKE UNIV HOMESITES SEC6","Duke Forest","Durham County",575000,"2022-08-18",2022,387269,0.673511304347826
"101189",822172271,"2136   SUNSET AVE","RES/ 1-FAMILY",254662,"R822F - WATTS HILLANDALE",394443,254662,254662,254662,54.8888330414432,"WATTS HILLANDALE","Watts Hospital-Hillandale","Durham County",370000,"2021-11-15",2021,254662,0.688275675675676
"101200",822179360,"2108   SUNSET AVE","RES/ 1-FAMILY",387740,"R822F - WATTS HILLANDALE",482668,314291,387740,387740,24.4823851034198,"WATTS HILLANDALE","Watts Hospital-Hillandale","Durham County",455000,"2021-03-22",2021,314291,0.690749450549451
"101222",822166807,"2122   SPRUNT AVE","RES/ 1-FAMILY",409845,"R822F - WATTS HILLANDALE",541769,331232,409845,409845,32.1887542851566,"WATTS HILLANDALE","Watts Hospital-Hillandale","Durham County",690000,"2021-12-06",2021,331232,0.480046376811594
"101250",822264975,"1606   CAROLINA AVE","RES/ 1-FAMILY",367679,"R822F - WATTS HILLANDALE",538027,367679,367679,367679,46.3306307947965,"WATTS HILLANDALE","Watts Hospital-Hillandale","Durham County",525000,"2023-01-17",2023,367679,0.700340952380952
"101265",822279044,"1611   MARYLAND AVE","RES/ 1-FAMILY",432913,"R822F - WATTS HILLANDALE",627692,432913,432913,432913,44.9926428635777,"WATTS HILLANDALE","Watts Hospital-Hillandale","Durham County",692500,"2023-11-27",2023,432913,0.625145126353791
"101268",822278183,"2005   SUNSET AVE","RES/ 1-FAMILY",350398,"R822F - WATTS HILLANDALE",522223,350398,350398,350398,49.0370949605877,"WATTS HILLANDALE","Watts Hospital-Hillandale","Durham County",473000,"2021-11-05",2021,350398,0.740799154334038
"101276",822273120,"2027   SUNSET AVE","RES/ 1-FAMILY",184582,"R822F - WATTS HILLANDALE",418847,184582,184582,184582,126.916492399042,"WATTS HILLANDALE","Watts Hospital-Hillandale","Durham County",360000,"2021-07-22",2021,184582,0.512727777777778
"101280",822272279,"2028   SUNSET AVE","RES/ 1-FAMILY",265079,"R822F - WATTS HILLANDALE",440565,265079,265079,265079,66.2013965647977,"WATTS HILLANDALE","Watts Hospital-Hillandale","Durham County",430000,"2024-03-05",2024,265079,0.616462790697674
"101287",822276229,"2014   SUNSET AVE","RES/ 1-FAMILY",255888,"R822F - WATTS HILLANDALE",397283,255888,255888,255888,55.2565966360283,"WATTS HILLANDALE","Watts Hospital-Hillandale","Durham County",320000,"2021-12-10",2021,255888,0.79965
"101290",822277278,"2008   SUNSET AVE","RES/ 1-FAMILY",262560,"R822F - WATTS HILLANDALE",396548,262560,262560,262560,51.0313833028641,"WATTS HILLANDALE","Watts Hospital-Hillandale","Durham County",320000,"2021-07-09",2021,262560,0.8205
"101299",822279710,"1803   MARYLAND AVE","RES/ 1-FAMILY",168486,"R822F - WATTS HILLANDALE",368304,168486,168486,168486,118.596203838895,"WATTS HILLANDALE","Watts Hospital-Hillandale","Durham County",235000,"2021-02-10",2021,168486,0.71696170212766
"101304",822173636,"1806   ALBANY ST","RES/ 1-FAMILY",226107,"R822H - WARREN PARK",396158,105439,226107,226107,75.2081978886103,"WARREN PARK","Watts Hospital-Hillandale","Durham County",325000,"2021-10-14",2021,105439,0.324427692307692
"101309",822262622,"1508   CAROLINA AVE","RES/ 1-FAMILY",327660,"R822F - WATTS HILLANDALE",540249,327660,327660,327660,64.880974180553,"WATTS HILLANDALE","Watts Hospital-Hillandale","Durham County",555000,"2023-09-15",2023,327660,0.590378378378378
"101316",822265428,"2018   PERSHING ST","RES/ 1-FAMILY",313896,"R822F - WATTS HILLANDALE",511359,251816,313896,313896,62.9071412187476,"WATTS HILLANDALE","Watts Hospital-Hillandale","Durham County",560000,"2023-05-16",2023,313896,0.560528571428571
"101321",822267487,"2008   PERSHING ST","RES/ 1-FAMILY",440130,"R822F - WATTS HILLANDALE",691258,440130,440130,440130,57.05768750142,"WATTS HILLANDALE","Watts Hospital-Hillandale","Durham County",755000,"2023-08-25",2023,440130,0.582953642384106
"101326",822269615,"1511   MARYLAND AVE","RES/ 1-FAMILY",188212,"R822F - WATTS HILLANDALE",403340,126452,126452,188212,114.300894735724,"WATTS HILLANDALE","Watts Hospital-Hillandale","Durham County",335000,"2022-10-20",2022,126452,0.377468656716418
"101342",822165572,"2120   PERSHING ST","RES/ 1-FAMILY",256738,"R822F - WATTS HILLANDALE",462370,256738,256738,256738,80.0941037166294,"WATTS HILLANDALE","Watts Hospital-Hillandale","Durham County",451000,"2021-12-21",2021,256738,0.569263858093126
"101348",822260531,"1503   CAROLINA AVE","RES/ 1-FAMILY",450616,"R822F - WATTS HILLANDALE",614487,316935,450616,450616,36.3659967688675,"WATTS HILLANDALE","Watts Hospital-Hillandale","Durham County",620000,"2021-06-04",2021,316935,0.511185483870968
"101372",822269007,"1401   MARYLAND AVE","RES/ 1-FAMILY",541631,"R822F - WATTS HILLANDALE",823840,517914,541631,541631,52.1035538955488,"WATTS HILLANDALE","Watts Hospital-Hillandale","Durham County",1100000,"2021-03-10",2021,517914,0.470830909090909
"101385",822263298,"2023   PERSHING ST","RES/ 1-FAMILY",309447,"R822F - WATTS HILLANDALE",563883,309447,309447,309447,82.2228039050306,"WATTS HILLANDALE","Watts Hospital-Hillandale","Durham County",575000,"2024-12-16",2024,309447,0.538168695652174
"101393",822164103,"1400   OAKLAND AVE","RES/ 1-FAMILY",644036,"R822F - WATTS HILLANDALE",902588,644036,644036,644036,40.1455819239918,"WATTS HILLANDALE","Watts Hospital-Hillandale","Durham County",1260000,"2021-08-20",2021,644036,0.511139682539683
"101424",822256717,"2014   WOODROW ST","RES/ 1-FAMILY",434747,"R822F - WATTS HILLANDALE",672592,335587,434747,434747,54.7088306532305,"WATTS HILLANDALE","Watts Hospital-Hillandale","Durham County",7e+05,"2021-07-16",2021,335587,0.47941
"101427",822258716,"2006   WOODROW ST","RES/ 1-FAMILY",741844,"R822F - WATTS HILLANDALE",920349,741844,741844,741844,24.0623365559336,"WATTS HILLANDALE","Watts Hospital-Hillandale","Durham County",1300000,"2021-08-11",2021,741844,0.570649230769231
"101428",822259701,"1301   MARYLAND AVE","RES/ 1-FAMILY",400095,"R822F - WATTS HILLANDALE",697830,400095,400095,400095,74.4160761819068,"WATTS HILLANDALE","Watts Hospital-Hillandale","Durham County",729000,"2024-05-14",2024,400095,0.548827160493827
"101433",822258944,"2005   WILSON ST","RES/ 1-FAMILY",213087,"R822F - WATTS HILLANDALE",345929,213087,213087,213087,62.3416726501382,"WATTS HILLANDALE","Watts Hospital-Hillandale","Durham County",350000,"2024-08-19",2024,213087,0.60882
"101451",822156862,"2114   WOODROW ST","RES/ 1-FAMILY",173731,"R822F - WATTS HILLANDALE",342620,173731,173731,173731,97.212932637238,"WATTS HILLANDALE","Watts Hospital-Hillandale","Durham County",335000,"2024-05-01",2024,173731,0.5186
"101454",822158881,"2106   WOODROW ST","RES/ 1-FAMILY",496821,"R822F - WATTS HILLANDALE",682186,348933,439425,439425,37.3102183683862,"WATTS HILLANDALE","Watts Hospital-Hillandale","Durham County",6e+05,"2021-02-03",2021,348933,0.581555
"101476",822257354,"2008  W CLUB BLVD","RES/ 1-FAMILY",368543,"R822F - WATTS HILLANDALE",692923,368543,368543,368543,88.0168664172159,"WATTS HILLANDALE","Watts Hospital-Hillandale","Durham County",710000,"2024-05-06",2024,368543,0.519074647887324
"101480",822257564,"2007   WOODROW ST","RES/ 1-FAMILY",406468,"R822F - WATTS HILLANDALE",672120,406468,406468,406468,65.3561904012124,"WATTS HILLANDALE","Watts Hospital-Hillandale","Durham County",735000,"2022-04-12",2022,406468,0.55301768707483
"101489",822251456,"1208   CAROLINA AVE","RES/ 1-FAMILY",351407,"R822F - WATTS HILLANDALE",439534,209911,209911,209911,25.0783279786686,"WATTS HILLANDALE","Watts Hospital-Hillandale","Durham County",490000,"2023-04-24",2023,209911,0.428389795918367
"101494",822154493,"1202   OVAL DR","RES/ 1-FAMILY",472391,"R822F - WATTS HILLANDALE",676005,377014,472391,472391,43.1028533566474,"WATTS HILLANDALE","Watts Hospital-Hillandale","Durham County",660000,"2021-03-25",2021,377014,0.571233333333333
"101497",822156492,"2114  W CLUB BLVD","RES/ 1-FAMILY",553859,"R822F - WATTS HILLANDALE",940959,553859,553859,553859,69.8914344625618,"WATTS HILLANDALE","Watts Hospital-Hillandale","Durham County",995000,"2023-06-30",2023,553859,0.556642211055276
"101506",822157599,"2111   WOODROW ST","RES/ 1-FAMILY",722482,"R822F - WATTS HILLANDALE",1043921,326445,722632,722482,44.4909354143079,"WATTS HILLANDALE","Watts Hospital-Hillandale","Durham County",1250000,"2021-03-05",2021,326445,0.261156
"101521",822245791,"2020   ENGLEWOOD AVE","RES/ 2-FAMILY",255180,"R822E - OLD W DURHAM",453374,255180,255180,255180,77.6683125636805,"OLD W DURHAM","Watts Hospital-Hillandale","Durham County",360000,"2021-04-23",2021,255180,0.708833333333333
"101531",822154183,"2121  W CLUB BLVD","RES/ 1-FAMILY",585663,"R822F - WATTS HILLANDALE",964143,585663,585663,585663,64.6241951429406,"WATTS HILLANDALE","Watts Hospital-Hillandale","Durham County",1150000,"2023-05-11",2023,585663,0.509272173913043
"101533",822144986,"1114   OVAL DR","RES/ 1-FAMILY",279621,"R822F - WATTS HILLANDALE",500848,279621,279621,279621,79.1167330064623,"WATTS HILLANDALE","Watts Hospital-Hillandale","Durham County",520000,"2022-06-30",2022,279621,0.537732692307692
"101555",822149876,"1107   CAROLINA AVE","RES/ 1-FAMILY",462233,"R822F - WATTS HILLANDALE",593099,391473,462233,462233,28.3116956167128,"WATTS HILLANDALE","Watts Hospital-Hillandale","Durham County",6e+05,"2021-09-08",2021,391473,0.652455
"101583",822244582,"2025   ENGLEWOOD AVE","RES/ 1-FAMILY",327433,"R822E - OLD W DURHAM",577506,327433,327433,327433,76.3737925010613,"OLD W DURHAM","Watts Hospital-Hillandale","Durham County",575000,"2022-05-06",2022,327433,0.569448695652174
"101586",822241328,"1022   CAROLINA AVE","RES/ 2-FAMILY",212529,"R822E - OLD W DURHAM",566118,212529,212529,212529,166.372118628517,"OLD W DURHAM","Old West Durham","Durham County",565000,"2024-06-07",2024,212529,0.376157522123894
"101605",822147568,"2109   ENGLEWOOD AVE","RES/ 1-FAMILY",440022,"R822E - OLD W DURHAM",724182,440022,440022,440022,64.5785892523556,"OLD W DURHAM","Watts Hospital-Hillandale","Durham County",8e+05,"2022-07-01",2022,440022,0.5500275
"101610",822147265,"1012   HALE ST","RES/ 1-FAMILY",346514,"R822E - OLD W DURHAM",611425,197879,197879,197879,76.450302152294,"OLD W DURHAM","Old West Durham","Durham County",638500,"2023-02-24",2023,197879,0.309912294440094
"101640",822146005,"1007   HALE ST","RES/ 1-FAMILY",273560,"R822E - OLD W DURHAM",440600,273560,273560,273560,61.0615587074134,"OLD W DURHAM","Old West Durham","Durham County",322500,"2022-05-31",2022,273560,0.848248062015504
"101649",822145556,"2117   ENGLEWOOD AVE","RES/ 1-FAMILY",417111,"R822E - OLD W DURHAM",663568,417111,417111,417111,59.0866699751385,"OLD W DURHAM","Watts Hospital-Hillandale","Durham County",675000,"2021-04-28",2021,417111,0.617942222222222
"101651",822144557,"2121   ENGLEWOOD AVE","RES/ 1-FAMILY",293697,"R822E - OLD W DURHAM",511080,293799,293799,293799,74.0160777944616,"OLD W DURHAM","Watts Hospital-Hillandale","Durham County",475000,"2021-04-13",2021,293799,0.618524210526316
"101655",822141308,"1036   OAKLAND AVE","RES/ 1-FAMILY",321926,"R822E - OLD W DURHAM",439295,321926,321926,321926,36.458378633599,"OLD W DURHAM","Old West Durham","Durham County",395000,"2022-04-29",2022,321926,0.81500253164557
"101662",822140082,"1004   OAKLAND AVE","RES/ 1-FAMILY",298082,"R822E - OLD W DURHAM",634035,298082,298082,298082,112.704893284398,"OLD W DURHAM","Old West Durham","Durham County",650000,"2024-06-14",2024,298082,0.458587692307692
"101666",822142067,"1005   ROSEHILL AVE","RES/ 1-FAMILY",186660,"R822E - OLD W DURHAM",429476,186660,186660,186660,130.08464588021,"OLD W DURHAM","Old West Durham","Durham County",342000,"2022-12-08",2022,186660,0.54578947368421
"101692",822430287,"903   CLARENDON ST","RES/ 4-FAMILY",238455,"R822D - WALL TOWN",571927,238455,238455,238455,139.846931286826,"WALL TOWN","Walltown","Durham County",549000,"2022-09-14",2022,238455,0.434344262295082
"101694",822430387,"907   CLARENDON ST","RES/ 1-FAMILY",613727,"R822D - WALL TOWN",961793,186687,605138,605138,56.7134898741623,"WALL TOWN","Walltown","Durham County",811000,"2021-06-11",2021,186687,0.230193588162762
"101696",822430497,"911   CLARENDON ST","RES/ 2-FAMILY",193712,"R822D - WALL TOWN",441177,193712,193712,193712,127.748926241018,"WALL TOWN","Walltown","Durham County",460000,"2023-05-11",2023,193712,0.421113043478261
"101700",822431607,"923   CLARENDON ST","RES/ 2-FAMILY",152478,"R822D - WALL TOWN",360688,152478,152478,152478,136.550846679521,"WALL TOWN","Walltown","Durham County",250000,"2021-06-16",2021,152478,0.609912
"101737",822333360,"903   IREDELL ST","RES/ 2-FAMILY",296673,"R822E - OLD W DURHAM",436536,192291,192291,268374,47.1438250194659,"OLD W DURHAM","Old West Durham","Durham County",390000,"2023-01-31",2023,268374,0.688138461538462
"101750",822234679,"916   VIRGIE ST","RES/ 1-FAMILY",457880,"R822E - OLD W DURHAM",852477,457880,457880,457880,86.1791299030314,"OLD W DURHAM","Old West Durham","Durham County",1050000,"2024-06-17",2024,457880,0.43607619047619
"101758",822236318,"905   EDITH ST","RES/ 1-FAMILY",268236,"R822E - OLD W DURHAM",463051,268236,268236,268236,72.6282079959439,"OLD W DURHAM","Old West Durham","Durham County",365000,"2021-04-23",2021,268236,0.734893150684932
"101759",822236425,"907   EDITH ST","RES/ 1-FAMILY",277808,"R822E - OLD W DURHAM",509354,277808,277808,277808,83.3474917928929,"OLD W DURHAM","Old West Durham","Durham County",505000,"2024-12-11",2024,277808,0.550114851485148
"101786",822420966,"829   CLARENDON ST","RES/ 1-FAMILY",616019,"R822C - TRINITY HEIGHTS",1253475,616019,616019,616019,103.479925132179,"TRINITY HEIGHTS","Trinity Heights","Durham County",1350000,"2024-04-18",2024,616019,0.45631037037037
"101788",822430066,"837   CLARENDON ST","RES/ 1-FAMILY",346028,"R822C - TRINITY HEIGHTS",703905,346028,346028,346028,103.424289363867,"TRINITY HEIGHTS","Trinity Heights","Durham County",630000,"2021-09-21",2021,346028,0.549250793650794
"101789",822430171,"841   CLARENDON ST","RES/ 3-FAMILY",471550,"R822C - TRINITY HEIGHTS",665572,400567,471659,471550,41.145583713286,"TRINITY HEIGHTS","Trinity Heights","Durham County",630000,"2021-09-27",2021,400567,0.635820634920635
"101903",822509094,"114  N BUCHANAN BLVD","RES/ 1-FAMILY",685633,"R822A - TRINITY PARK",1086737,685633,685633,685633,58.5012681711645,"TRINITY PARK","Trinity Park","Durham County",1100000,"2021-05-21",2021,685633,0.623302727272727
"101906",821599886,"108  N BUCHANAN BLVD","RES/ 3-FAMILY",308105,"R822A - TRINITY PARK",718263,308105,308105,308105,133.12279904578,"TRINITY PARK","Trinity Park","Durham County",718000,"2024-10-15",2024,308105,0.429115598885794
"101909",821691755,"115   WATTS ST","RES/ 1-FAMILY",932388,"R822A - TRINITY PARK",1528299,932388,932388,932388,63.9123412141726,"TRINITY PARK","Trinity Park","Durham County",1700000,"2022-01-31",2022,932388,0.548463529411765
"101915",822601160,"213   WATTS ST","RES/ 1-FAMILY",790898,"R822A - TRINITY PARK",1249632,790898,790898,790898,58.0016639313793,"TRINITY PARK","Trinity Park","Durham County",1267000,"2024-09-20",2024,790898,0.624228887134964
"101961",821790958,"311  N GREGSON ST","RES/ 1-FAMILY",438437,"R822A - TRINITY PARK",635795,375312,438437,438437,45.0139928883739,"TRINITY PARK","Trinity Park","Durham County",585000,"2021-05-05",2021,375312,0.641558974358974
"101977",822604276,"1026   GLORIA AVE","RES/ 2-FAMILY",598662,"R822A - TRINITY PARK",1104957,587560,598662,598662,84.5710935385911,"TRINITY PARK","Trinity Park","Durham County",1118000,"2024-12-13",2024,598662,0.535475849731664
"101987",822700206,"1006   GLORIA AVE","RES/ 1-FAMILY",650352,"R822A - TRINITY PARK",977390,547187,650352,650352,50.2863064924841,"TRINITY PARK","Trinity Park","Durham County",825000,"2021-11-24",2021,547187,0.66325696969697
"101989",822700381,"405  N GREGSON ST","RES/ 1-FAMILY",324811,"R822A - TRINITY PARK",508138,324811,324811,324811,56.4411303804366,"TRINITY PARK","Trinity Park","Durham County",430000,"2022-11-15",2022,324811,0.755374418604651
"102004",822718936,"901   URBAN AVE","RES/ 1-FAMILY",525695,"R822A - TRINITY PARK",961565,525695,525695,525695,82.9130959967281,"TRINITY PARK","Trinity Park","Durham County",975000,"2024-09-12",2024,525695,0.539174358974359
"102033",822717539,"903   DACIAN AVE","RES/ 1-FAMILY",710348,"R822A - TRINITY PARK",1181583,687769,687769,687769,66.3386114974632,"TRINITY PARK","Trinity Park","Durham County",1175000,"2023-11-20",2023,687769,0.585335319148936
"102035",822716539,"907   DACIAN AVE","RES/ 1-FAMILY",450379,"R822A - TRINITY PARK",722707,450379,450379,450379,60.4664071815071,"TRINITY PARK","Trinity Park","Durham County",750000,"2023-07-03",2023,450379,0.600505333333333
"102038",822714589,"913   DACIAN AVE","RES/ 1-FAMILY",578722,"R822A - TRINITY PARK",755121,578722,578722,578722,30.4807835195482,"TRINITY PARK","Trinity Park","Durham County",695000,"2022-07-29",2022,578722,0.832693525179856
"102061",822716281,"905   MONMOUTH AVE","RES/ 1-FAMILY",284661,"R822A - TRINITY PARK",552733,284661,284661,284661,94.1723664288399,"TRINITY PARK","Trinity Park","Durham County",525000,"2023-01-06",2023,284661,0.542211428571429
